-1, -1, 1305253993, 0, 0
1, 169.546, 41.956, -27.5921, 1.02586
4, 196.275, 20.6145, 29.5248, 1.48809
7, 320.865, 55.9659, -0.137125, 0.843536
8, 11.105, 54.4731, -17.5675, 0.85131
9, 233.077, 28.8922, -51.0446, 1.21238
21, 133.399, 60.6233, -10.543, 0.860767
27, 36.1615, 24.5326, -44.9013, 1.20553
107, 234.507, 45.8902, -25.4692, 0.962355
108, 189.291, 62.3243, -15.6211, 0.856079
112, 11.1421, 56.3933, -13.7722, 0.845313
132, 26.3857, 71.1503, 9.17005, 0.798897
133, 37.7307, 18.0114, -21.4324, 1.38169
135, 229.018, 50.5027, -7.83587, 0.923217
-1, -1, 1305253994, 0.000354908615087793766
1, 169.543, 41.964, -12.368, 1.02564
4, 196.27, 20.6089, 57.9314, 1.48819
7, 320.861, 55.9733, 16.5305, 0.843376
8, 11.1121, 54.4666, -8.23571, 0.85122
9, 233.07, 28.8879, -25.5149, 1.21238
16, 76.788, 16.5328, 15.29, 1.55929
21, 133.386, 60.6291, 0.410996, 0.860604
27, 36.165, 24.5266, -22.904, 1.20556
107, 234.507, 45.8902, -10.1927, 0.962237
108, 189.291, 62.3245, -9.71136, 0.855948
112, 11.1454, 56.3935, -4.90297, 0.845186
132, 26.3815, 71.1429, 14.1171, 0.798779
133, 37.7311, 18.0056, 5.0672, 1.38178
135, 229.026, 50.5085, 5.40825, 0.923041

-1, -1, 1305253995, 0.000355470396354698774
1, 169.539, 41.9718, -15.0076, 1.02543
4, 196.265, 20.6031, 57.0221, 1.48831
8, 11.1193, 54.4601, 3.83333, 0.85113
9, 233.062, 28.8835, -14.1611, 1.21238
21, 133.372, 60.6348, 3.68736, 0.860441
27, 36.1685, 24.5206, -17.5989, 1.2056
107, 234.507, 45.8903, -7.62256, 0.962118
108, 189.291, 62.3245, -15.1915, 0.855818
112, 11.1488, 56.3939, -2.715, 0.845059
132, 26.3777, 71.1354, 15.2, 0.798661
133, 37.7315, 17.9998, 2.02082, 1.38187
135, 229.034, 50.5143, 6.71963, 0.922866
-1, -1, 1305253996, 0.000355999674003427903
1, 169.536, 41.9799, 2.33802, 1.02521
8, 11.1261, 54.4535, 1.26488, 0.851043
9, 233.055, 28.8792, 0.755313, 1.21238
21, 133.358, 60.6408, 2.73172, 0.86028
27, 36.1719, 24.5145, -11.8842, 1.20564
107, 234.507, 45.8904, -3.99124, 0.962003
108, 189.291, 62.3247, -12.5277, 0.85569
112, 11.1519, 56.394, -7.36878, 0.844936
132, 26.3731, 71.1279, 8.7769, 0.798546
133, 37.7319, 17.994, 12.5347, 1.38196
135, 229.042, 50.5202, 9.71963, 0.922693

-1, -1, 1305253997, 0.000356462512274068857
1, 169.533, 41.9879, -1.20043, 1.025
8, 11.1331, 54.4469, 0.806636, 0.850957
9, 233.047, 28.8749, 1.06343, 1.21238
21, 133.344, 60.6466, 4.50224, 0.86012
27, 36.1754, 24.5084, -9.85663, 1.20567
107, 234.507, 45.8904, -3.63613, 0.961888
108, 189.291, 62.3248, -11.4703, 0.855563
112, 11.1552, 56.3943, -8.54229, 0.844813
132, 26.3688, 71.1205, 8.39281, 0.798432
133, 37.7323, 17.9882, 12.2847, 1.38206
135, 229.051, 50.526, 10.1887, 0.922522
-1, -1, 1305253998, 0.000357009399162517909
1, 169.529, 41.9959, -3.0611, 1.02479
8, 11.1401, 54.4403, 1.21139, 0.850872
9, 233.04, 28.8705, -0.398422, 1.21238
21, 133.331, 60.6525, 6.48629, 0.859961
27, 36.1788, 24.5024, -10.5516, 1.20571
107, 234.507, 45.8904, -2.3494, 0.961774
108, 189.291, 62.3249, -12.5405, 0.855437
112, 11.1584, 56.3945, -9.42186, 0.844692
132, 26.3645, 71.113, 7.64996, 0.798319
133, 37.7327, 17.9824, 13.9869, 1.38215
135, 229.059, 50.5318, 11.5332, 0.922351

-1, -1, 1305253999, 0.000357541303556861028
1, 169.526, 42.0039, 0.279643, 1.02458
8, 11.1471, 54.4337, 2.67663, 0.850788
9, 233.033, 28.8661, -3.56504, 1.21239
21, 133.317, 60.6583, 5.33955, 0.859803
27, 36.1822, 24.4963, -12.7381, 1.20575
107, 234.507, 45.8904, -1.22428, 0.961662
108, 189.291, 62.325, -15.1934, 0.855312
112, 11.1616, 56.3947, -10.3839, 0.844572
132, 26.36, 71.1056, 8.33344, 0.798208
133, 37.7331, 17.9766, 15.5975, 1.38224
135, 229.067, 50.5375, 13.1021, 0.922182
-1, -1, 1305254000, 0.000358084974575094178
1, 169.523, 42.0119, 0.335318, 1.02437
8, 11.1541, 54.4272, 4.45541, 0.850705
9, 233.025, 28.8617, -6.24971, 1.21239
21, 133.303, 60.6642, 3.58402, 0.859647
27, 36.1857, 24.4903, -10.2855, 1.20579
107, 234.507, 45.8905, -0.844793, 0.96155
108, 189.291, 62.3252, -12.0722, 0.855189
112, 11.1648, 56.395, -11.509, 0.844452
132, 26.3557, 71.0981, 6.63061, 0.798098
133, 37.7335, 17.9708, 14.3068, 1.38234
